CustomerCode,CustomerName,MarketCode,Address,Email,ParentCustomerCode,CustomerStatus,CustomerAdditionalDetails,BatchRefreshDate,BatchID,FileDate,IsActive
0117890,CustomerName0117890,BNA,CustomerName0117890,CustomerName0117890,0117890,,,2020-03-07T03:33:32.553Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0118781,CustomerName0118781,BNA,CustomerName0118781,CustomerName0118781,0118781,,,2020-03-07T03:33:32.556Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0126962,CustomerName0126962,BNA,CustomerName0126962,CustomerName0126962,0126962,,,2019-11-29T12:03:47.158Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0148508,CustomerName0148508,BNA,CustomerName0148508,CustomerName0148508,0148508,,,2020-03-07T03:33:32.635Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0176011,CustomerName0176011,BNA,CustomerName0176011,CustomerName0176011,0176011,,,2020-03-07T03:33:32.651Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0176129,CustomerName0176129,BNA,CustomerName0176129,CustomerName0176129,0176129,,,2020-03-07T03:33:32.651Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0176624,CustomerName0176624,BNA,CustomerName0176624,CustomerName0176624,0176624,,,2020-03-07T03:33:32.653Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0178082,CustomerName0178082,BNA,CustomerName0178082,CustomerName0178082,0178082,,,2020-03-07T03:33:32.667Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0178406,CustomerName0178406,BNA,CustomerName0178406,CustomerName0178406,0178406,,,2020-03-07T03:33:32.670Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0180746,CustomerName0180746,BNA,CustomerName0180746,CustomerName0180746,0180746,,,2020-03-07T03:33:32.689Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0183257,CustomerName0183257,BNA,CustomerName0183257,CustomerName0183257,0183257,,,2020-03-07T03:33:32.697Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0183590,CustomerName0183590,BNA,CustomerName0183590,CustomerName0183590,0183590,,,2020-03-07T03:33:32.698Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0184643,CustomerName0184643,BNA,CustomerName0184643,CustomerName0184643,0184643,,,2020-03-07T03:33:32.703Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191276,CustomerName0191276,BNA,CustomerName0191276,CustomerName0191276,0191276,,,2020-03-07T03:33:32.707Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191771,CustomerName0191771,BNA,CustomerName0191771,CustomerName0191771,0191771,,,2020-03-07T03:33:32.711Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-10003130,CustomerNameA-10003130,BNA,CustomerNameA-10003130,CustomerNameA-10003130,0018625,,,2019-11-29T12:03:47.362Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
A-203557,CustomerNameA-203557,BNA,CustomerNameA-203557,CustomerNameA-203557,0012593,,,2020-03-07T03:33:32.782Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-204330,CustomerNameA-204330,BNA,CustomerNameA-204330,CustomerNameA-204330,0135331,,,2020-03-07T03:33:32.787Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-30001471,CustomerNameA-30001471,BNA,CustomerNameA-30001471,CustomerNameA-30001471,0136970,,,2020-03-07T03:33:32.800Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-002171,CustomerNameCUR-002171,BNA,CustomerNameCUR-002171,CustomerNameCUR-002171,0122836,,,2020-03-07T03:33:32.809Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-002171,CustomerNameCUR-002171,BNA,CustomerNameCUR-002171,CustomerNameCUR-002171,0122836,,,2019-11-09T10:49:23.445Z,20190618010604.IF003.FULL.CUST01D.dat,20190618010604,N
CUR-012747,CustomerNameCUR-012747,BNA,CustomerNameCUR-012747,CustomerNameCUR-012747,0023561,,,2020-03-07T03:33:32.820Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-012909,CustomerNameCUR-012909,BNA,CustomerNameCUR-012909,CustomerNameCUR-012909,0001831,,,2020-03-07T03:33:32.820Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-026896,CustomerNameCUR-026896,BNA,CustomerNameCUR-026896,CustomerNameCUR-026896,0131758,,,2020-03-07T03:33:32.837Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-027174,CustomerNameCUR-027174,BNA,CustomerNameCUR-027174,CustomerNameCUR-027174,0135400,,,2020-03-07T03:33:32.838Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-027174,CustomerNameCUR-027174,BNA,CustomerNameCUR-027174,CustomerNameCUR-027174,0128380,,,2019-11-29T12:03:47.467Z,20191029061003.IF003.CUST01D.dat,20191029061003,N
CUR-031502,CustomerNameCUR-031502,BNA,CustomerNameCUR-031502,CustomerNameCUR-031502,0060177,,,2019-11-29T12:03:47.477Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-034464,CustomerNameCUR-034464,BNA,CustomerNameCUR-034464,CustomerNameCUR-034464,0115722,,,2020-03-07T03:33:32.868Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1685554,CustomerNamePPD1685554,BNA,CustomerNamePPD1685554,CustomerNamePPD1685554,0068556,,,2020-03-07T03:33:32.877Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD5003679,CustomerNamePPD5003679,BNA,CustomerNamePPD5003679,CustomerNamePPD5003679,0105890,,,2020-03-07T03:33:32.879Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000385,CustomerName0010000385,BNA,CustomerName0010000385,CustomerName0010000385,0106744,,,2020-03-07T03:33:32.419Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000709,CustomerName0010000709,BNA,CustomerName0010000709,CustomerName0010000709,0138399,,,2020-03-07T03:33:32.444Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000880,CustomerName0010000880,BNA,CustomerName0010000880,CustomerName0010000880,0132872,,,2019-11-29T12:03:47.050Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010002662,CustomerName0010002662,BNA,CustomerName0010002662,CustomerName0010002662,0021534,,,2020-03-07T03:33:32.517Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003102,CustomerName0010003102,BNA,CustomerName0010003102,CustomerName0010003102,0173805,,,2020-03-07T03:33:32.558Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003391,CustomerName0010003391,BNA,CustomerName0010003391,CustomerName0010003391,0122961,,,2020-03-07T03:33:32.577Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003715,CustomerName0010003715,BNA,CustomerName0010003715,CustomerName0010003715,0001407,,,2020-03-07T03:33:32.609Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004282,CustomerName0010004282,BNA,CustomerName0010004282,CustomerName0010004282,0136970,,,2020-03-07T03:33:32.648Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004444,CustomerName0010004444,BNA,CustomerName0010004444,CustomerName0010004444,0147066,,,2020-03-07T03:33:32.659Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004606,CustomerName0010004606,BNA,CustomerName0010004606,CustomerName0010004606,0133659,,,2019-11-29T12:03:47.233Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010004895,CustomerName0010004895,BNA,CustomerName0010004895,CustomerName0010004895,0178232,,,2019-11-29T12:03:47.246Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010005173,CustomerName0010005173,BNA,CustomerName0010005173,CustomerName0010005173,0180179,,,2020-03-07T03:33:32.696Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005786,CustomerName0010005786,BNA,CustomerName0010005786,CustomerName0010005786,0181117,,,2020-03-07T03:33:32.716Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005830,CustomerName0010005830,BNA,CustomerName0010005830,CustomerName0010005830,0181369,,,2020-03-07T03:33:32.717Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0026838,CustomerName0026838,BNA,CustomerName0026838,CustomerName0026838,0026838,,,2020-03-07T03:33:32.457Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0032129,CustomerName0032129,BNA,CustomerName0032129,CustomerName0032129,0032129,,,2020-03-07T03:33:32.464Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0084195,CustomerName0084195,BNA,CustomerName0084195,CustomerName0084195,0084195,,,2020-03-07T03:33:32.525Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0103904,CustomerName0103904,BNA,CustomerName0103904,CustomerName0103904,0103904,,,2020-03-07T03:33:32.540Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0118287,CustomerName0118287,BNA,CustomerName0118287,CustomerName0118287,0118287,,,2020-03-07T03:33:32.554Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0137204,CustomerName0137204,BNA,CustomerName0137204,CustomerName0137204,0137204,,,2020-03-07T03:33:32.593Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0141777,CustomerName0141777,BNA,CustomerName0141777,CustomerName0141777,0141777,,,2020-03-07T03:33:32.605Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0142712,CustomerName0142712,BNA,CustomerName0142712,CustomerName0142712,0142712,,,2019-11-29T12:03:47.195Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0143397,CustomerName0143397,BNA,CustomerName0143397,CustomerName0143397,0143397,,,2020-03-07T03:33:32.614Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0143441,CustomerName0143441,BNA,CustomerName0143441,CustomerName0143441,0143441,,,2020-03-07T03:33:32.615Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0143559,CustomerName0143559,BNA,CustomerName0143559,CustomerName0143559,0143559,,,2020-03-07T03:33:32.620Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0148509,CustomerName0148509,BNA,CustomerName0148509,CustomerName0148509,0148509,,,2019-11-29T12:03:47.222Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0177516,CustomerName0177516,BNA,CustomerName0177516,CustomerName0177516,0177516,,,2020-03-07T03:33:32.663Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0178083,CustomerName0178083,BNA,CustomerName0178083,CustomerName0178083,0178083,,,2019-11-29T12:03:47.258Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0180747,CustomerName0180747,BNA,CustomerName0180747,CustomerName0180747,0180747,,,2020-03-07T03:33:32.689Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-10002691,CustomerNameA-10002691,BNA,CustomerNameA-10002691,CustomerNameA-10002691,0025595,,,2020-03-07T03:33:32.764Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-11126,CustomerNameA-11126,BNA,CustomerNameA-11126,CustomerNameA-11126,0122836,,,2020-03-07T03:33:32.773Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-11126,CustomerNameA-11126,BNA,CustomerNameA-11126,CustomerNameA-11126,0122836,,,2019-11-09T10:49:23.390Z,20190618010604.IF003.FULL.CUST01D.dat,20190618010604,N
A-201938,CustomerNameA-201938,BNA,CustomerNameA-201938,CustomerNameA-201938,0052528,,,2019-11-29T12:03:47.377Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
A-30002525,CustomerNameA-30002525,BNA,CustomerNameA-30002525,CustomerNameA-30002525,0138680,,,2020-03-07T03:33:32.801Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-004567,CustomerNameCUR-004567,BNA,CustomerNameCUR-004567,CustomerNameCUR-004567,0049095,,,2020-03-07T03:33:32.811Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-026284,CustomerNameCUR-026284,BNA,CustomerNameCUR-026284,CustomerNameCUR-026284,0135309,,,2020-03-07T03:33:32.836Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-032070,CustomerNameCUR-032070,BNA,CustomerNameCUR-032070,CustomerNameCUR-032070,0121818,,,2019-11-29T12:03:47.479Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-033123,CustomerNameCUR-033123,BNA,CustomerNameCUR-033123,CustomerNameCUR-033123,0021534,,,2020-03-07T03:33:32.854Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-034014,CustomerNameCUR-034014,BNA,CustomerNameCUR-034014,CustomerNameCUR-034014,0049001,,,2020-03-07T03:33:32.860Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD1798316,CustomerNamePPD1798316,BNA,CustomerNamePPD1798316,CustomerNamePPD1798316,0079833,,,2020-03-07T03:33:32.877Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD2039656,CustomerNamePPD2039656,BNA,CustomerNamePPD2039656,CustomerNamePPD2039656,0066992,,,2020-03-07T03:33:32.878Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD5005795,CustomerNamePPD5005795,BNA,CustomerNamePPD5005795,CustomerNamePPD5005795,0174491,,,2020-03-07T03:33:32.880Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000386,CustomerName0010000386,BNA,CustomerName0010000386,CustomerName0010000386,0069416,,,2020-03-07T03:33:32.419Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010000430,CustomerName0010000430,BNA,CustomerName0010000430,CustomerName0010000430,0016167,,,2020-03-07T03:33:32.424Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002663,CustomerName0010002663,BNA,CustomerName0010002663,CustomerName0010002663,0021534,,,2020-03-07T03:33:32.518Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002825,CustomerName0010002825,BNA,CustomerName0010002825,CustomerName0010002825,0174124,,,2020-03-07T03:33:32.547Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003059,CustomerName0010003059,BNA,CustomerName0010003059,CustomerName0010003059,0048204,,,2020-03-07T03:33:32.556Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003392,CustomerName0010003392,BNA,CustomerName0010003392,CustomerName0010003392,0004861,,,2019-11-29T12:03:47.126Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
0010003716,CustomerName0010003716,BNA,CustomerName0010003716,CustomerName0010003716,0142631,,,2020-03-07T03:33:32.609Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004445,CustomerName0010004445,BNA,CustomerName0010004445,CustomerName0010004445,0147066,,,2020-03-07T03:33:32.659Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004445,CustomerName0010004445,BNA,CustomerName0010004445,CustomerName0010004445,0147066,,,2019-11-29T12:03:47.216Z,20191029061003.IF003.CUST01D.dat,20191029061003,N
0010004607,CustomerName0010004607,BNA,CustomerName0010004607,CustomerName0010004607,0025595,,,2020-03-07T03:33:32.671Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004896,CustomerName0010004896,BNA,CustomerName0010004896,CustomerName0010004896,0010104,,,2020-03-07T03:33:32.685Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005336,CustomerName0010005336,BNA,CustomerName0010005336,CustomerName0010005336,0020648,,,2020-03-07T03:33:32.699Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010013517,CustomerName0010013517,BNA,CustomerName0010013517,CustomerName0010013517,0125765,,,2020-03-07T03:33:32.729Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010015470,CustomerName0010015470,BNA,CustomerName0010015470,CustomerName0010015470,0122197,,,2020-03-07T03:33:32.761Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0031572,CustomerName0031572,BNA,CustomerName0031572,CustomerName0031572,0031572,,,2020-03-07T03:33:32.464Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0034858,CustomerName0034858,BNA,CustomerName0034858,CustomerName0034858,0034858,,,2020-03-07T03:33:32.467Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0088093,CustomerName0088093,BNA,CustomerName0088093,CustomerName0088093,0088093,,,2020-03-07T03:33:32.529Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0118783,CustomerName0118783,BNA,CustomerName0118783,CustomerName0118783,0118783,,,2020-03-07T03:33:32.556Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0137700,CustomerName0137700,BNA,CustomerName0137700,CustomerName0137700,0137700,,,2020-03-07T03:33:32.594Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0143604,CustomerName0143604,BNA,CustomerName0143604,CustomerName0143604,0143604,,,2019-11-29T12:03:47.204Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0173953,CustomerName0173953,BNA,CustomerName0173953,CustomerName0173953,0173953,,,2020-03-07T03:33:32.645Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0177968,CustomerName0177968,BNA,CustomerName0177968,CustomerName0177968,0177968,,,2019-11-29T12:03:47.256Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0180748,CustomerName0180748,BNA,CustomerName0180748,CustomerName0180748,0180748,,,2020-03-07T03:33:32.689Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191160,CustomerName0191160,BNA,CustomerName0191160,CustomerName0191160,0191160,,,2020-03-07T03:33:32.707Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191322,CustomerName0191322,BNA,CustomerName0191322,CustomerName0191322,0191322,,,2020-03-07T03:33:32.708Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-12351,CustomerNameA-12351,BNA,CustomerNameA-12351,CustomerNameA-12351,0042522,,,2020-03-07T03:33:32.774Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-204170,CustomerNameA-204170,BNA,CustomerNameA-204170,CustomerNameA-204170,0004861,,,2020-03-07T03:33:32.786Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-30000582,CustomerNameA-30000582,BNA,CustomerNameA-30000582,CustomerNameA-30000582,0071058,,,2020-03-07T03:33:32.798Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
A-31062,CustomerNameA-31062,BNA,CustomerNameA-31062,CustomerNameA-31062,0070215,,,2020-03-07T03:33:32.803Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-018428,CustomerNameCUR-018428,BNA,CustomerNameCUR-018428,CustomerNameCUR-018428,0026001,,,2020-03-07T03:33:32.827Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-026780,CustomerNameCUR-026780,BNA,CustomerNameCUR-026780,CustomerNameCUR-026780,0026001,,,2020-03-07T03:33:32.837Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-030613,CustomerNameCUR-030613,BNA,CustomerNameCUR-030613,CustomerNameCUR-030613,0023561,,,2020-03-07T03:33:32.846Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-034466,CustomerNameCUR-034466,BNA,CustomerNameCUR-034466,CustomerNameCUR-034466,0184407,,,2020-03-07T03:33:32.868Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-034510,CustomerNameCUR-034510,BNA,CustomerNameCUR-034510,CustomerNameCUR-034510,0140359,,,2020-03-07T03:33:32.869Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD2021331,CustomerNamePPD2021331,BNA,CustomerNamePPD2021331,CustomerNamePPD2021331,0114685,,,2020-03-07T03:33:32.878Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002213,CustomerName0010002213,BNA,CustomerName0010002213,CustomerName0010002213,0015124,,,2020-03-07T03:33:32.478Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002664,CustomerName0010002664,BNA,CustomerName0010002664,CustomerName0010002664,0075366,,,2020-03-07T03:33:32.518Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003393,CustomerName0010003393,BNA,CustomerName0010003393,CustomerName0010003393,0141711,,,2020-03-07T03:33:32.577Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003717,CustomerName0010003717,BNA,CustomerName0010003717,CustomerName0010003717,0142504,,,2020-03-07T03:33:32.610Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004284,CustomerName0010004284,BNA,CustomerName0010004284,CustomerName0010004284,0045921,,,2020-03-07T03:33:32.649Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004446,CustomerName0010004446,BNA,CustomerName0010004446,CustomerName0010004446,0147066,,,2020-03-07T03:33:32.660Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004608,CustomerName0010004608,BNA,CustomerName0010004608,CustomerName0010004608,0143482,,,2020-03-07T03:33:32.671Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010004897,CustomerName0010004897,BNA,CustomerName0010004897,CustomerName0010004897,0178240,,,2020-03-07T03:33:32.685Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010005788,CustomerName0010005788,BNA,CustomerName0010005788,CustomerName0010005788,0181121,,,2020-03-07T03:33:32.716Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010014580,CustomerName0010014580,BNA,CustomerName0010014580,CustomerName0010014580,0192032,,,2020-03-07T03:33:32.757Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010015471,CustomerName0010015471,BNA,CustomerName0010015471,CustomerName0010015471,0192877,,,2020-03-07T03:33:32.761Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0082739,CustomerName0082739,BNA,CustomerName0082739,CustomerName0082739,0082739,,,2020-03-07T03:33:32.523Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0115822,CustomerName0115822,BNA,CustomerName0115822,CustomerName0115822,0115822,,,2020-03-07T03:33:32.551Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0142101,CustomerName0142101,BNA,CustomerName0142101,CustomerName0142101,0142101,,,2020-03-07T03:33:32.607Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0165322,CustomerName0165322,BNA,CustomerName0165322,CustomerName0165322,0165322,,,2019-11-29T12:03:47.229Z,20191029061003.IF001.CUST01D.dat,20191029061003,Y
0178085,CustomerName0178085,BNA,CustomerName0178085,CustomerName0178085,0178085,,,2020-03-07T03:33:32.667Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0179589,CustomerName0179589,BNA,CustomerName0179589,CustomerName0179589,0179589,,,2020-03-07T03:33:32.671Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0180587,CustomerName0180587,BNA,CustomerName0180587,CustomerName0180587,0180587,,,2020-03-07T03:33:32.686Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
0191323,CustomerName0191323,BNA,CustomerName0191323,CustomerName0191323,0191323,,,2020-03-07T03:33:32.708Z,20200219060204.IF001.CUST01D.dat,20200219060204,Y
A-30003094,CustomerNameA-30003094,BNA,CustomerNameA-30003094,CustomerNameA-30003094,0140600,,,2020-03-07T03:33:32.801Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-011903,CustomerNameCUR-011903,BNA,CustomerNameCUR-011903,CustomerNameCUR-011903,0130001,,,2020-03-07T03:33:32.819Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-016485,CustomerNameCUR-016485,BNA,CustomerNameCUR-016485,CustomerNameCUR-016485,0119565,,,2019-11-29T12:03:47.447Z,20191029061003.IF003.CUST01D.dat,20191029061003,Y
CUR-028112,CustomerNameCUR-028112,BNA,CustomerNameCUR-028112,CustomerNameCUR-028112,0138621,,,2020-03-07T03:33:32.840Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
CUR-033620,CustomerNameCUR-033620,BNA,CustomerNameCUR-033620,CustomerNameCUR-033620,0176110,,,2020-03-07T03:33:32.856Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
PPD5009405,CustomerNamePPD5009405,BNA,CustomerNamePPD5009405,CustomerNamePPD5009405,0000249,,,2020-03-07T03:33:32.880Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010001774,CustomerName0010001774,BNA,CustomerName0010001774,CustomerName0010001774,0102419,,,2020-03-07T03:33:32.469Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010001936,CustomerName0010001936,BNA,CustomerName0010001936,CustomerName0010001936,0085943,,,2020-03-07T03:33:32.471Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010002665,CustomerName0010002665,BNA,CustomerName0010002665,CustomerName0010002665,0070215,,,2020-03-07T03:33:32.518Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003394,CustomerName0010003394,BNA,CustomerName0010003394,CustomerName0010003394,0045012,,,2020-03-07T03:33:32.577Z,20200219060204.IF003.CUST01D.dat,20200219060204,Y
0010003394,CustomerName0010003394,BNA,CustomerName0010003394,CustomerName0010003394,0119868,,,2019-11-09T10:49:23.210Z,20190618010604.IF003.FULL.CUST01D.dat,20190618010604,N
